ano_mes,trimestre,qtd,qtd_indicador,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202501,01T25,718,281,A1,C2,C3,A4,A5,A6,D1,A2,C3,C7
202501,01T25,49,47,A1,C2,A3,A4,A5,A6,C1,D2,B3,C1
202501,01T25,4,3,C1,A2,B3,A4,A5,A6,C1,D2,C3,C2
202501,01T25,97,88,C1,B2,B3,C4,B5,B6,C1,D2,D3,C3
202501,01T25,223,152,C1,B2,A3,C4,B5,A6,B1,B2,B3,C10
202501,01T25,223,126,C1,B2,C3,A4,C5,A6,A1,B2,B3,C6
202501,01T25,554,153,C1,A2,A3,A4,C5,C6,D1,C2,C3,C9
202501,01T25,305,175,A1,A2,A3,A4,B5,A6,C1,B2,A3,C9
202501,01T25,278,266,B1,B2,B3,A4,A5,B6,C1,C2,A3,C4
202501,01T25,314,287,A1,C2,C3,B4,B5,A6,A1,D2,B3,C6
202501,01T25,103,78,C1,B2,B3,A4,C5,A6,B1,B2,B3,C1
202501,01T25,82,64,C1,B2,B3,A4,B5,B6,C1,A2,C3,C1
202501,01T25,104,89,A1,C2,C3,A4,A5,A6,C1,D2,A3,C6
202501,01T25,400,165,C1,A2,B3,A4,C5,B6,C1,D2,C3,C9
202501,01T25,145,127,B1,C2,B3,B4,C5,B6,B1,D2,D3,C6
202501,01T25,69,67,C1,B2,A3,B4,A5,B6,A1,D2,C3,C5
202501,01T25,273,171,A1,B2,B3,B4,B5,A6,D1,A2,D3,C5
202501,01T25,177,58,B1,C2,B3,A4,C5,A6,D1,A2,A3,C7
202501,01T25,24,17,B1,B2,B3,C4,C5,C6,D1,D2,D3,C8
202501,01T25,736,541,C1,B2,A3,A4,C5,A6,C1,A2,A3,C4
202501,01T25,256,115,C1,A2,B3,B4,A5,A6,D1,B2,B3,C7
202501,01T25,206,188,C1,A2,A3,B4,A5,B6,B1,B2,B3,C5
202501,01T25,488,365,B1,A2,C3,A4,A5,C6,B1,D2,B3,C6
202501,01T25,248,234,B1,A2,A3,A4,B5,C6,A1,B2,A3,C2
202501,01T25,44,29,A1,B2,B3,A4,A5,A6,D1,D2,C3,C10
202501,01T25,172,165,B1,C2,A3,C4,B5,C6,C1,B2,B3,C4
202501,01T25,382,342,A1,B2,B3,C4,B5,B6,C1,D2,D3,C9
202501,01T25,616,601,A1,C2,A3,B4,A5,B6,B1,D2,D3,C5
202501,01T25,252,147,C1,B2,B3,C4,A5,C6,C1,A2,C3,C9
202501,01T25,15,14,C1,B2,C3,B4,A5,B6,B1,D2,D3,C3
202501,01T25,311,87,C1,C2,B3,B4,C5,A6,D1,B2,C3,C8
202501,01T25,195,139,B1,A2,C3,A4,A5,B6,D1,C2,A3,C7
202501,01T25,1,1,A1,C2,B3,A4,A5,B6,D1,B2,C3,C4
202501,01T25,7,7,C1,B2,A3,C4,B5,C6,B1,A2,C3,C4
202501,01T25,23,17,C1,B2,B3,A4,B5,A6,B1,C2,B3,C6
202501,01T25,364,331,A1,A2,C3,A4,A5,C6,C1,D2,A3,C3
202501,01T25,661,578,A1,C2,B3,B4,C5,A6,B1,A2,A3,C4
202501,01T25,833,599,C1,A2,C3,C4,B5,B6,D1,A2,B3,C3
202501,01T25,53,29,C1,B2,C3,B4,C5,C6,B1,A2,B3,C7
202501,01T25,542,395,B1,B2,C3,C4,B5,A6,C1,D2,D3,C9
202501,01T25,177,125,A1,B2,A3,B4,C5,B6,C1,C2,C3,C10
202501,01T25,127,69,C1,A2,C3,B4,A5,C6,C1,B2,B3,C7
202501,01T25,909,846,A1,C2,B3,C4,C5,A6,C1,D2,D3,C2
202501,01T25,119,111,A1,B2,A3,B4,C5,C6,D1,B2,B3,C3
202501,01T25,428,357,C1,A2,A3,C4,B5,B6,C1,B2,D3,C3
202501,01T25,14,8,A1,A2,B3,A4,A5,B6,B1,B2,B3,C9
202501,01T25,15,14,B1,C2,C3,C4,C5,C6,A1,B2,B3,C1
202501,01T25,110,97,A1,B2,C3,C4,A5,A6,A1,B2,D3,C7
202501,01T25,146,124,C1,C2,A3,B4,C5,B6,C1,D2,C3,C8
202501,01T25,483,175,B1,A2,A3,A4,B5,B6,D1,A2,C3,C7
202501,01T25,156,151,C1,B2,C3,C4,A5,A6,A1,D2,A3,C4
202501,01T25,429,405,A1,B2,A3,B4,B5,B6,A1,B2,B3,C9
202501,01T25,66,65,A1,C2,A3,C4,C5,B6,B1,A2,A3,C1
202501,01T25,418,143,B1,A2,C3,A4,B5,A6,B1,A2,D3,C3
202501,01T25,113,69,C1,C2,A3,A4,B5,A6,C1,A2,D3,C1
202501,01T25,13,10,A1,C2,B3,C4,A5,A6,A1,A2,C3,C10
202501,01T25,290,267,B1,B2,B3,C4,A5,A6,C1,B2,A3,C6
202501,01T25,459,453,B1,B2,A3,C4,A5,B6,D1,D2,D3,C2
202501,01T25,35,12,A1,A2,B3,A4,B5,A6,B1,A2,A3,C10
202501,01T25,74,64,A1,C2,C3,A4,A5,C6,C1,D2,C3,C5
202501,01T25,40,37,B1,B2,C3,C4,A5,A6,A1,D2,D3,C6
202501,01T25,46,43,C1,C2,B3,B4,A5,C6,A1,D2,C3,C4
202501,01T25,471,448,B1,A2,B3,B4,B5,C6,A1,D2,D3,C1
202501,01T25,221,33,C1,A2,C3,B4,C5,A6,B1,A2,D3,C6
202501,01T25,706,676,A1,C2,A3,C4,C5,B6,D1,C2,D3,C2
202501,01T25,2,1,A1,B2,C3,B4,C5,A6,C1,B2,A3,C9
202501,01T25,106,52,C1,A2,B3,A4,C5,B6,B1,C2,C3,C5
202501,01T25,1178,769,B1,A2,C3,C4,C5,B6,B1,A2,A3,C7
202501,01T25,99,98,A1,B2,B3,B4,A5,B6,C1,D2,B3,C3
202501,01T25,61,37,C1,A2,C3,C4,C5,B6,D1,A2,B3,C1
202501,01T25,98,81,A1,C2,B3,C4,B5,B6,B1,B2,D3,C9
202501,01T25,28,15,B1,B2,C3,C4,C5,A6,D1,A2,B3,C6
202501,01T25,227,155,B1,C2,B3,B4,A5,A6,C1,A2,A3,C10
202501,01T25,153,42,C1,A2,C3,B4,B5,A6,A1,A2,D3,C6
202501,01T25,80,22,C1,A2,C3,B4,C5,C6,D1,C2,B3,C8
202501,01T25,53,41,B1,B2,B3,B4,B5,B6,B1,A2,D3,C6
202501,01T25,183,82,B1,C2,C3,A4,C5,C6,B1,A2,B3,C5
202501,01T25,26,16,A1,B2,C3,A4,B5,C6,B1,B2,C3,C9
202501,01T25,103,93,C1,A2,C3,A4,A5,B6,A1,D2,C3,C2
202501,01T25,152,150,A1,B2,A3,B4,A5,B6,A1,A2,D3,C3
202501,01T25,1308,1010,C1,C2,A3,C4,B5,B6,D1,A2,D3,C4
202501,01T25,145,33,C1,B2,B3,B4,C5,A6,D1,A2,D3,C7
202501,01T25,12,11,C1,B2,C3,C4,C5,A6,B1,D2,B3,C1
202501,01T25,45,19,B1,A2,C3,B4,C5,C6,B1,A2,C3,C4
202501,01T25,826,798,B1,C2,B3,C4,C5,B6,A1,D2,C3,C6
202501,01T25,317,171,B1,A2,B3,A4,B5,C6,C1,A2,A3,C7
202501,01T25,9,7,A1,B2,B3,B4,C5,B6,D1,C2,C3,C8
202501,01T25,63,38,C1,B2,A3,B4,C5,C6,D1,B2,C3,C6
202501,01T25,281,171,C1,A2,A3,B4,C5,B6,B1,A2,C3,C7
202501,01T25,254,151,B1,A2,A3,B4,A5,B6,D1,C2,C3,C9
202501,01T25,482,207,A1,A2,B3,A4,C5,C6,C1,A2,A3,C9
202501,01T25,483,305,C1,C2,C3,C4,A5,A6,D1,C2,D3,C7
202501,01T25,152,110,B1,C2,C3,B4,A5,A6,A1,D2,D3,C8
202501,01T25,211,94,B1,A2,B3,A4,C5,C6,B1,C2,B3,C9
202501,01T25,209,206,A1,C2,A3,B4,A5,C6,C1,C2,B3,C2
202501,01T25,1547,1385,A1,B2,A3,B4,A5,A6,B1,B2,C3,C7
202501,01T25,161,29,B1,A2,C3,C4,B5,A6,D1,D2,D3,C10
202501,01T25,265,209,B1,A2,B3,B4,B5,B6,C1,B2,D3,C2
202501,01T25,9,3,A1,A2,C3,A4,A5,B6,D1,A2,A3,C9
202501,01T25,196,168,B1,C2,C3,B4,A5,A6,B1,B2,B3,C4
202501,01T25,37,31,C1,B2,A3,C4,C5,C6,B1,C2,B3,C9
202501,01T25,366,359,B1,B2,B3,A4,A5,A6,B1,D2,B3,C1
202501,01T25,14,6,A1,A2,A3,B4,A5,A6,B1,A2,D3,C10
202501,01T25,14,11,A1,B2,B3,A4,C5,B6,A1,B2,C3,C9
202501,01T25,98,50,B1,C2,B3,A4,C5,B6,D1,B2,C3,C7
202501,01T25,86,48,C1,A2,B3,A4,A5,B6,C1,D2,C3,C7
202501,01T25,1213,1171,B1,B2,C3,B4,C5,B6,B1,C2,A3,C2
202501,01T25,51,45,A1,C2,A3,A4,B5,B6,C1,B2,A3,C9
202501,01T25,345,286,B1,B2,C3,B4,C5,A6,B1,D2,B3,C4
202501,01T25,280,212,B1,B2,B3,C4,C5,C6,D1,B2,D3,C5
202501,01T25,205,119,A1,A2,C3,A4,A5,A6,A1,C2,B3,C10
202501,01T25,250,153,C1,A2,B3,A4,A5,B6,A1,A2,C3,C7
202501,01T25,577,552,B1,B2,B3,C4,A5,B6,C1,A2,B3,C2
202501,01T25,59,51,A1,B2,B3,A4,A5,C6,B1,C2,D3,C6
202501,01T25,140,136,A1,C2,A3,C4,A5,A6,B1,C2,B3,C6
202501,01T25,298,267,C1,B2,B3,C4,C5,B6,D1,C2,A3,C6
202501,01T25,104,93,B1,C2,C3,A4,A5,C6,C1,C2,A3,C4
202501,01T25,271,238,C1,C2,C3,B4,A5,C6,C1,B2,B3,C2
202501,01T25,440,359,A1,A2,B3,B4,C5,C6,A1,C2,C3,C6
202501,01T25,43,42,C1,C2,A3,A4,A5,B6,A1,C2,A3,C5
202501,01T25,62,60,C1,B2,C3,C4,A5,B6,A1,C2,C3,C4
202501,01T25,434,413,B1,C2,A3,C4,B5,A6,A1,B2,B3,C4
202501,01T25,115,110,B1,B2,C3,C4,B5,B6,B1,C2,C3,C5
202501,01T25,72,71,A1,B2,C3,C4,B5,C6,B1,D2,B3,C2
202501,01T25,10,3,A1,A2,C3,A4,C5,A6,B1,D2,B3,C10
202501,01T25,228,198,B1,B2,C3,A4,A5,C6,A1,C2,A3,C10
202501,01T25,336,313,C1,B2,A3,C4,A5,A6,B1,D2,D3,C5
202501,01T25,487,443,A1,B2,B3,A4,B5,B6,A1,A2,B3,C7
202501,01T25,40,31,B1,A2,C3,B4,C5,B6,B1,D2,D3,C5
202501,01T25,49,23,C1,A2,A3,A4,C5,A6,B1,A2,B3,C3
202501,01T25,60,56,A1,C2,B3,B4,A5,C6,D1,B2,C3,C2
202501,01T25,657,647,A1,B2,A3,B4,C5,C6,A1,C2,C3,C2
202501,01T25,32,31,C1,C2,A3,A4,A5,A6,A1,B2,B3,C1
202501,01T25,25,23,C1,B2,B3,C4,B5,A6,B1,B2,B3,C5
202501,01T25,111,36,B1,C2,C3,A4,A5,A6,D1,D2,C3,C10
202501,01T25,126,67,C1,A2,A3,A4,A5,B6,D1,C2,C3,C7
202501,01T25,1047,724,B1,C2,A3,B4,B5,A6,A1,A2,B3,C9
202501,01T25,36,34,B1,C2,C3,B4,A5,B6,A1,D2,B3,C6
202501,01T25,41,29,C1,A2,A3,A4,C5,C6,B1,A2,B3,C2
202501,01T25,311,217,A1,C2,A3,A4,C5,B6,C1,C2,D3,C9
202501,01T25,208,176,C1,B2,B3,C4,C5,C6,A1,B2,C3,C7
202501,01T25,83,48,A1,B2,B3,A4,A5,A6,C1,B2,D3,C9
202501,01T25,113,82,A1,B2,B3,B4,B5,A6,C1,B2,D3,C6
202501,01T25,56,51,A1,B2,A3,B4,B5,B6,D1,B2,D3,C6
202501,01T25,519,353,A1,C2,C3,A4,B5,A6,D1,B2,A3,C4
202501,01T25,475,257,B1,A2,B3,A4,B5,C6,C1,A2,D3,C5
202501,01T25,212,211,A1,B2,A3,C4,B5,B6,A1,C2,D3,C1
202501,01T25,414,338,B1,B2,B3,B4,C5,B6,D1,A2,C3,C1
202501,01T25,483,474,A1,C2,A3,B4,C5,C6,A1,D2,B3,C3
202501,01T25,447,439,A1,B2,B3,C4,B5,A6,A1,D2,B3,C5
202501,01T25,176,87,C1,A2,C3,B4,A5,C6,D1,A2,A3,C5
202501,01T25,182,139,C1,B2,C3,B4,C5,C6,A1,A2,C3,C4
202501,01T25,0,0,A1,C2,B3,B4,B5,B6,C1,A2,A3,C5
202501,01T25,78,77,A1,B2,A3,A4,A5,C6,A1,B2,A3,C2
202501,01T25,814,430,A1,C2,C3,C4,B5,A6,C1,C2,C3,C10
202501,01T25,15,13,A1,C2,A3,A4,C5,C6,D1,C2,B3,C3
202501,01T25,126,107,A1,B2,B3,C4,B5,A6,D1,A2,B3,C4
202501,01T25,328,310,A1,C2,C3,C4,A5,C6,C1,D2,D3,C5
202501,01T25,21,17,C1,B2,B3,C4,B5,A6,D1,D2,C3,C5
202501,01T25,70,64,A1,C2,C3,B4,A5,C6,A1,D2,C3,C7
202501,01T25,74,38,C1,C2,C3,B4,C5,A6,C1,D2,C3,C6
202501,01T25,472,428,C1,A2,A3,A4,A5,B6,D1,B2,A3,C1
202501,01T25,163,129,A1,C2,B3,A4,B5,A6,C1,C2,A3,C6
202501,01T25,101,79,C1,C2,C3,B4,A5,B6,D1,B2,B3,C4
202501,01T25,309,296,C1,B2,A3,C4,C5,C6,A1,D2,A3,C9
202501,01T25,275,244,B1,B2,B3,A4,B5,C6,C1,C2,B3,C3
202502,01T25,190,127,A1,C2,B3,A4,B5,A6,D1,D2,A3,C9
202502,01T25,433,296,A1,C2,B3,B4,C5,B6,B1,C2,D3,C10
202502,01T25,1021,289,C1,A2,C3,A4,A5,A6,C1,A2,D3,C2
202502,01T25,53,37,B1,C2,A3,B4,B5,A6,C1,A2,C3,C5
202502,01T25,75,39,B1,A2,A3,B4,A5,C6,B1,A2,C3,C8
202502,01T25,963,777,B1,B2,C3,B4,A5,C6,C1,A2,B3,C3
202502,01T25,122,116,B1,A2,A3,A4,B5,C6,B1,C2,A3,C1
202502,01T25,181,173,A1,B2,A3,A4,A5,B6,B1,C2,C3,C6
202502,01T25,439,328,A1,C2,B3,A4,C5,A6,C1,B2,B3,C3
202502,01T25,224,207,A1,B2,A3,A4,C5,B6,C1,B2,C3,C6
202502,01T25,326,229,C1,A2,B3,B4,B5,B6,A1,B2,A3,C9
202502,01T25,18,18,C1,B2,B3,C4,B5,B6,B1,B2,A3,C1
202502,01T25,275,252,B1,B2,B3,B4,C5,C6,C1,D2,B3,C5
202502,01T25,138,130,B1,C2,A3,A4,B5,C6,C1,D2,C3,C2
202502,01T25,69,65,A1,C2,B3,A4,B5,B6,A1,B2,A3,C5
202502,01T25,58,39,C1,A2,B3,A4,A5,B6,C1,B2,C3,C3
202502,01T25,145,103,B1,B2,B3,B4,C5,C6,B1,B2,A3,C9
202502,01T25,307,273,A1,A2,A3,B4,C5,B6,C1,D2,D3,C3
202502,01T25,31,28,B1,A2,A3,B4,A5,C6,B1,C2,A3,C6
202502,01T25,406,388,A1,B2,C3,C4,A5,C6,C1,C2,A3,C6
202502,01T25,261,255,B1,B2,A3,B4,C5,B6,D1,C2,B3,C1
202502,01T25,163,152,B1,B2,A3,B4,B5,C6,B1,D2,B3,C6
202502,01T25,158,113,B1,C2,A3,B4,B5,A6,C1,C2,B3,C9
202502,01T25,448,305,C1,B2,C3,B4,B5,A6,C1,C2,C3,C1
202502,01T25,758,734,B1,A2,A3,C4,B5,B6,B1,C2,A3,C3
202502,01T25,163,127,A1,A2,B3,A4,C5,C6,C1,D2,A3,C7
202502,01T25,281,257,B1,A2,B3,B4,A5,B6,A1,D2,A3,C9
202502,01T25,366,254,B1,A2,A3,A4,C5,A6,A1,B2,B3,C3
202502,01T25,45,31,C1,C2,C3,C4,A5,A6,A1,B2,A3,C9
202502,01T25,272,249,C1,B2,C3,B4,B5,B6,B1,D2,B3,C5
202502,01T25,563,533,A1,B2,A3,C4,C5,B6,D1,D2,A3,C8
202502,01T25,3,3,A1,B2,A3,C4,A5,A6,A1,B2,B3,C1
202502,01T25,81,46,C1,A2,C3,B4,C5,A6,B1,C2,C3,C1
202502,01T25,395,306,C1,C2,A3,B4,C5,A6,B1,C2,D3,C2
202502,01T25,39,26,A1,C2,C3,B4,C5,A6,A1,B2,C3,C8
202502,01T25,80,59,A1,B2,C3,B4,B5,A6,A1,A2,D3,C5
202502,01T25,38,28,B1,B2,C3,A4,C5,B6,B1,D2,D3,C3
202502,01T25,153,92,A1,C2,A3,A4,C5,C6,B1,A2,C3,C8
202502,01T25,188,102,C1,C2,B3,C4,A5,A6,C1,B2,D3,C6
202502,01T25,2,2,A1,B2,A3,C4,A5,C6,D1,A2,C3,C7
202502,01T25,88,80,C1,B2,B3,C4,A5,C6,B1,A2,C3,C2
202502,01T25,5,4,A1,C2,C3,B4,C5,B6,B1,B2,B3,C8
202502,01T25,339,173,A1,A2,B3,A4,C5,C6,A1,C2,C3,C10
202502,01T25,127,88,B1,B2,A3,C4,C5,C6,C1,A2,C3,C9
202502,01T25,17,14,C1,C2,B3,A4,A5,C6,A1,B2,B3,C4
202502,01T25,38,30,B1,A2,C3,B4,A5,A6,A1,C2,A3,C6
202502,01T25,839,412,B1,C2,C3,A4,A5,C6,D1,A2,D3,C2
202502,01T25,166,92,A1,A2,A3,A4,C5,B6,D1,C2,D3,C5
202502,01T25,350,288,C1,C2,B3,A4,C5,B6,A1,B2,C3,C4
202502,01T25,28,24,A1,A2,C3,C4,B5,B6,B1,B2,C3,C4
202502,01T25,141,107,C1,B2,B3,B4,A5,A6,C1,D2,C3,C5
202502,01T25,142,120,C1,A2,C3,C4,C5,B6,D1,D2,A3,C3
202502,01T25,183,176,B1,A2,B3,A4,A5,B6,A1,C2,A3,C4
202502,01T25,105,102,A1,B2,A3,A4,B5,C6,B1,C2,C3,C2
202502,01T25,216,180,B1,C2,B3,C4,B5,C6,B1,B2,B3,C6
202502,01T25,435,319,C1,C2,C3,B4,C5,A6,A1,C2,A3,C5
202502,01T25,148,144,A1,A2,B3,C4,C5,C6,A1,D2,D3,C1
202502,01T25,178,76,B1,B2,B3,B4,B5,A6,A1,A2,D3,C9
202502,01T25,800,637,C1,B2,B3,C4,B5,C6,D1,B2,C3,C4
202502,01T25,220,192,B1,B2,A3,B4,B5,C6,C1,C2,C3,C7
202502,01T25,308,267,A1,C2,C3,B4,B5,B6,A1,A2,C3,C3
202502,01T25,186,176,B1,C2,B3,C4,B5,B6,B1,A2,B3,C2
202502,01T25,58,12,B1,A2,B3,B4,C5,A6,A1,C2,D3,C8
202502,01T25,94,78,A1,C2,A3,C4,C5,C6,C1,D2,C3,C9
202502,01T25,88,53,B1,A2,B3,C4,A5,A6,A1,A2,B3,C9
202502,01T25,86,62,A1,C2,B3,A4,C5,C6,A1,A2,A3,C7
202502,01T25,443,310,B1,B2,C3,C4,B5,C6,D1,B2,D3,C6
202502,01T25,397,303,A1,C2,C3,C4,B5,C6,D1,A2,B3,C3
202502,01T25,174,168,B1,B2,C3,A4,A5,B6,A1,C2,A3,C3
202502,01T25,230,212,B1,A2,A3,B4,A5,C6,A1,C2,C3,C5
202502,01T25,251,98,C1,A2,C3,A4,C5,A6,B1,C2,B3,C5
202502,01T25,116,105,A1,A2,A3,B4,A5,C6,B1,C2,C3,C4
202502,01T25,165,74,C1,C2,B3,A4,B5,B6,D1,C2,B3,C10
202502,01T25,564,328,A1,A2,C3,A4,A5,B6,D1,C2,B3,C7
202502,01T25,210,190,A1,C2,B3,C4,A5,C6,D1,D2,A3,C9
202502,01T25,643,518,A1,A2,C3,C4,B5,C6,B1,B2,B3,C6
202502,01T25,12,11,C1,B2,A3,C4,A5,A6,D1,D2,B3,C3
202502,01T25,23,20,A1,A2,B3,C4,C5,B6,D1,D2,A3,C6
202502,01T25,422,403,A1,A2,B3,C4,A5,C6,B1,B2,C3,C1
202502,01T25,39,28,A1,B2,C3,A4,B5,C6,C1,A2,B3,C4
202502,01T25,200,87,C1,A2,B3,B4,C5,B6,B1,D2,C3,C10
202502,01T25,16,15,A1,A2,C3,C4,A5,B6,B1,A2,A3,C2
202502,01T25,123,61,B1,B2,C3,A4,B5,C6,D1,A2,A3,C8
202502,01T25,49,23,B1,B2,A3,A4,C5,A6,C1,D2,C3,C9
202502,01T25,257,250,B1,C2,A3,B4,A5,B6,D1,D2,D3,C2
202502,01T25,620,511,A1,A2,B3,C4,B5,C6,A1,D2,D3,C7
202502,01T25,613,476,C1,C2,C3,B4,A5,B6,A1,D2,D3,C8
202502,01T25,31,30,B1,C2,A3,A4,C5,B6,A1,C2,A3,C4
202502,01T25,717,550,B1,C2,A3,A4,B5,A6,C1,C2,C3,C4
202502,01T25,381,353,B1,B2,C3,C4,A5,B6,C1,B2,C3,C2
202502,01T25,296,259,A1,C2,A3,A4,B5,C6,A1,A2,B3,C6
202502,01T25,7,5,B1,B2,C3,B4,C5,A6,C1,C2,D3,C1
202502,01T25,240,230,A1,B2,A3,C4,C5,C6,C1,B2,B3,C3
202502,01T25,69,63,C1,B2,A3,B4,B5,B6,A1,C2,C3,C8
202502,01T25,424,409,B1,B2,B3,B4,C5,C6,C1,D2,A3,C2
202502,01T25,226,135,C1,A2,C3,C4,A5,A6,D1,B2,A3,C3
202502,01T25,332,323,C1,B2,A3,B4,C5,B6,C1,D2,B3,C1
202502,01T25,545,419,C1,B2,C3,A4,B5,B6,B1,A2,A3,C4
202502,01T25,347,345,A1,B2,A3,C4,A5,B6,B1,C2,A3,C5
202502,01T25,179,61,C1,C2,C3,A4,B5,A6,B1,B2,A3,C9
202502,01T25,402,244,B1,B2,B3,B4,B5,A6,C1,C2,A3,C10
202502,01T25,335,135,B1,B2,C3,A4,C5,C6,B1,C2,C3,C9
202502,01T25,21,10,C1,A2,A3,B4,B5,A6,C1,C2,A3,C10
202502,01T25,588,482,A1,C2,A3,C4,C5,A6,A1,B2,D3,C8
202502,01T25,41,27,C1,A2,C3,C4,C5,B6,B1,D2,A3,C9
202502,01T25,394,308,A1,B2,C3,C4,C5,A6,A1,A2,D3,C4
202502,01T25,148,136,C1,C2,A3,C4,A5,A6,C1,D2,B3,C7
202502,01T25,182,130,B1,C2,B3,B4,B5,B6,A1,A2,B3,C9
202502,01T25,763,534,C1,B2,C3,A4,A5,A6,A1,C2,C3,C6
202502,01T25,35,31,A1,B2,B3,C4,A5,C6,C1,A2,A3,C9
202502,01T25,241,194,C1,C2,A3,B4,A5,C6,D1,B2,B3,C5
202502,01T25,170,153,C1,A2,A3,C4,A5,B6,C1,C2,A3,C8
202502,01T25,64,63,A1,C2,A3,B4,A5,A6,B1,B2,B3,C1
202502,01T25,405,143,C1,A2,C3,C4,C5,A6,C1,B2,D3,C3
202502,01T25,421,361,C1,B2,A3,B4,C5,C6,B1,C2,B3,C8
202502,01T25,359,289,B1,B2,C3,B4,B5,B6,B1,B2,D3,C4
202502,01T25,162,151,C1,C2,A3,C4,A5,A6,B1,C2,A3,C7
202502,01T25,19,18,B1,B2,C3,B4,C5,C6,B1,D2,A3,C1
202502,01T25,21,16,C1,B2,A3,C4,C5,A6,D1,B2,D3,C2
202502,01T25,33,31,A1,C2,A3,C4,B5,C6,A1,B2,B3,C9
202502,01T25,67,26,B1,B2,C3,C4,A5,A6,D1,A2,B3,C10
202502,01T25,316,153,A1,A2,C3,A4,C5,B6,D1,A2,B3,C3
202502,01T25,21,12,A1,B2,B3,C4,C5,B6,C1,A2,C3,C10
202502,01T25,90,74,C1,C2,A3,A4,B5,B6,D1,B2,C3,C3
202502,01T25,181,164,A1,B2,C3,B4,C5,B6,C1,D2,B3,C4
202502,01T25,57,5,C1,A2,C3,C4,C5,A6,D1,A2,A3,C9
202502,01T25,786,676,A1,C2,C3,A4,A5,B6,D1,B2,A3,C5
202502,01T25,170,145,C1,B2,C3,C4,C5,B6,A1,D2,B3,C10
202502,01T25,254,195,B1,C2,C3,B4,A5,A6,C1,C2,C3,C4
202502,01T25,6,6,B1,C2,C3,C4,B5,B6,B1,C2,A3,C4
202502,01T25,145,88,C1,A2,C3,A4,A5,C6,D1,C2,B3,C2
202502,01T25,44,31,A1,B2,C3,C4,B5,A6,D1,A2,D3,C1
202502,01T25,769,641,A1,C2,A3,A4,B5,B6,D1,D2,D3,C6
202502,01T25,105,22,C1,C2,C3,A4,B5,A6,C1,C2,D3,C6
202502,01T25,197,93,A1,A2,C3,A4,C5,A6,B1,C2,D3,C4
202502,01T25,43,35,C1,C2,A3,B4,A5,C6,D1,B2,A3,C6
202502,01T25,143,125,B1,A2,B3,C4,C5,B6,B1,D2,C3,C4
