ano_mes,trimestre,qtd,qtd_indicador,cat3_1,cat3_2,cat3_3,cat3_4,cat3_5,cat3_6,cat4_1,cat4_2,cat4_3,cat10_1
202501,01T25,14,14,C1,B2,A3,C4,B5,C6,B1,A2,C3,C4
202501,01T25,71,54,C1,B2,B3,A4,B5,A6,B1,C2,B3,C6
202501,01T25,456,443,A1,A2,C3,A4,A5,C6,C1,D2,A3,C3
202501,01T25,554,496,A1,C2,B3,B4,C5,A6,B1,A2,A3,C4
202501,01T25,756,549,C1,A2,C3,C4,B5,B6,D1,A2,B3,C3
202501,01T25,83,40,C1,B2,C3,B4,C5,C6,B1,A2,B3,C7
202501,01T25,393,270,B1,B2,C3,C4,B5,A6,C1,D2,D3,C9
202501,01T25,116,76,A1,B2,A3,B4,C5,B6,C1,C2,C3,C10
202501,01T25,136,74,C1,A2,C3,B4,A5,C6,C1,B2,B3,C7
202501,01T25,680,664,A1,C2,B3,C4,C5,A6,C1,D2,D3,C2
202501,01T25,58,58,A1,B2,A3,B4,C5,C6,D1,B2,B3,C3
202501,01T25,525,454,C1,A2,A3,C4,B5,B6,C1,B2,D3,C3
202501,01T25,31,21,A1,A2,B3,A4,A5,B6,B1,B2,B3,C9
202501,01T25,10,10,B1,C2,C3,C4,C5,C6,A1,B2,B3,C1
202501,01T25,118,108,A1,B2,C3,C4,A5,A6,A1,B2,D3,C7
202501,01T25,113,100,C1,C2,A3,B4,C5,B6,C1,D2,C3,C8
202501,01T25,314,105,B1,A2,A3,A4,B5,B6,D1,A2,C3,C7
202501,01T25,221,221,C1,B2,C3,C4,A5,A6,A1,D2,A3,C4
202501,01T25,356,356,A1,B2,A3,B4,B5,B6,A1,B2,B3,C9
202501,01T25,73,73,A1,C2,A3,C4,C5,B6,B1,A2,A3,C1
202501,01T25,627,191,B1,A2,C3,A4,B5,A6,B1,A2,D3,C3
202501,01T25,175,97,C1,C2,A3,A4,B5,A6,C1,A2,D3,C1
202501,01T25,12,12,A1,C2,B3,C4,A5,A6,A1,A2,C3,C10
202501,01T25,212,207,B1,B2,B3,C4,A5,A6,C1,B2,A3,C6
202501,01T25,240,240,B1,B2,A3,C4,A5,B6,D1,D2,D3,C2
202501,01T25,64,22,A1,A2,B3,A4,B5,A6,B1,A2,A3,C10
202501,01T25,87,80,A1,C2,C3,A4,A5,C6,C1,D2,C3,C5
202501,01T25,33,33,B1,B2,C3,C4,A5,A6,A1,D2,D3,C6
202501,01T25,44,44,C1,C2,B3,B4,A5,C6,A1,D2,C3,C4
202501,01T25,263,263,B1,A2,B3,B4,B5,C6,A1,D2,D3,C1
202501,01T25,298,39,C1,A2,C3,B4,C5,A6,B1,A2,D3,C6
202501,01T25,359,359,A1,C2,A3,C4,C5,B6,D1,C2,D3,C2
202501,01T25,1,1,A1,B2,C3,B4,C5,A6,C1,B2,A3,C9
202501,01T25,263,120,C1,A2,B3,A4,C5,B6,B1,C2,C3,C5
202501,01T25,1124,709,B1,A2,C3,C4,C5,B6,B1,A2,A3,C7
202501,01T25,81,81,A1,B2,B3,B4,A5,B6,C1,D2,B3,C3
202501,01T25,52,32,C1,A2,C3,C4,C5,B6,D1,A2,B3,C1
202501,01T25,122,102,A1,C2,B3,C4,B5,B6,B1,B2,D3,C9
202501,01T25,14,9,B1,B2,C3,C4,C5,A6,D1,A2,B3,C6
202501,01T25,107,73,B1,C2,B3,B4,A5,A6,C1,A2,A3,C10
202501,01T25,153,38,C1,A2,C3,B4,B5,A6,A1,A2,D3,C6
202501,01T25,51,15,C1,A2,C3,B4,C5,C6,D1,C2,B3,C8
202501,01T25,45,36,B1,B2,B3,B4,B5,B6,B1,A2,D3,C6
202501,01T25,252,93,B1,C2,C3,A4,C5,C6,B1,A2,B3,C5
202501,01T25,53,32,A1,B2,C3,A4,B5,C6,B1,B2,C3,C9
202501,01T25,202,195,C1,A2,C3,A4,A5,B6,A1,D2,C3,C2
202501,01T25,123,123,A1,B2,A3,B4,A5,B6,A1,A2,D3,C3
202501,01T25,984,726,C1,C2,A3,C4,B5,B6,D1,A2,D3,C4
202501,01T25,90,16,C1,B2,B3,B4,C5,A6,D1,A2,D3,C7
202501,01T25,24,24,C1,B2,C3,C4,C5,A6,B1,D2,B3,C1
202501,01T25,34,16,B1,A2,C3,B4,C5,C6,B1,A2,C3,C4
202501,01T25,513,513,B1,C2,B3,C4,C5,B6,A1,D2,C3,C6
202501,01T25,290,154,B1,A2,B3,A4,B5,C6,C1,A2,A3,C7
202501,01T25,4,4,A1,B2,B3,B4,C5,B6,D1,C2,C3,C8
202501,01T25,39,23,C1,B2,A3,B4,C5,C6,D1,B2,C3,C6
202501,01T25,376,226,C1,A2,A3,B4,C5,B6,B1,A2,C3,C7
202501,01T25,94,56,B1,A2,A3,B4,A5,B6,D1,C2,C3,C9
202501,01T25,534,211,A1,A2,B3,A4,C5,C6,C1,A2,A3,C9
202501,01T25,385,222,C1,C2,C3,C4,A5,A6,D1,C2,D3,C7
202501,01T25,81,56,B1,C2,C3,B4,A5,A6,A1,D2,D3,C8
202501,01T25,323,131,B1,A2,B3,A4,C5,C6,B1,C2,B3,C9
202501,01T25,145,145,A1,C2,A3,B4,A5,C6,C1,C2,B3,C2
202501,01T25,1793,1656,A1,B2,A3,B4,A5,A6,B1,B2,C3,C7
202501,01T25,75,14,B1,A2,C3,C4,B5,A6,D1,D2,D3,C10
202501,01T25,137,112,B1,A2,B3,B4,B5,B6,C1,B2,D3,C2
202501,01T25,8,5,A1,A2,C3,A4,A5,B6,D1,A2,A3,C9
202501,01T25,165,147,B1,C2,C3,B4,A5,A6,B1,B2,B3,C4
202501,01T25,76,66,C1,B2,A3,C4,C5,C6,B1,C2,B3,C9
202501,01T25,670,670,B1,B2,B3,A4,A5,A6,B1,D2,B3,C1
202501,01T25,16,9,A1,A2,A3,B4,A5,A6,B1,A2,D3,C10
202501,01T25,18,16,A1,B2,B3,A4,C5,B6,A1,B2,C3,C9
202501,01T25,54,26,B1,C2,B3,A4,C5,B6,D1,B2,C3,C7
202501,01T25,155,87,C1,A2,B3,A4,A5,B6,C1,D2,C3,C7
202501,01T25,922,922,B1,B2,C3,B4,C5,B6,B1,C2,A3,C2
202501,01T25,54,53,A1,C2,A3,A4,B5,B6,C1,B2,A3,C9
202501,01T25,300,244,B1,B2,C3,B4,C5,A6,B1,D2,B3,C4
202501,01T25,129,92,B1,B2,B3,C4,C5,C6,D1,B2,D3,C5
202501,01T25,318,180,A1,A2,C3,A4,A5,A6,A1,C2,B3,C10
202501,01T25,488,294,C1,A2,B3,A4,A5,B6,A1,A2,C3,C7
202501,01T25,483,483,B1,B2,B3,C4,A5,B6,C1,A2,B3,C2
202501,01T25,127,111,A1,B2,B3,A4,A5,C6,B1,C2,D3,C6
202501,01T25,202,202,A1,C2,A3,C4,A5,A6,B1,C2,B3,C6
202501,01T25,234,216,C1,B2,B3,C4,C5,B6,D1,C2,A3,C6
202501,01T25,91,87,B1,C2,C3,A4,A5,C6,C1,C2,A3,C4
202501,01T25,261,238,C1,C2,C3,B4,A5,C6,C1,B2,B3,C2
202501,01T25,295,247,A1,A2,B3,B4,C5,C6,A1,C2,C3,C6
202501,01T25,72,72,C1,C2,A3,A4,A5,B6,A1,C2,A3,C5
202501,01T25,91,91,C1,B2,C3,C4,A5,B6,A1,C2,C3,C4
202501,01T25,316,316,B1,C2,A3,C4,B5,A6,A1,B2,B3,C4
202501,01T25,129,129,B1,B2,C3,C4,B5,B6,B1,C2,C3,C5
202501,01T25,114,114,A1,B2,C3,C4,B5,C6,B1,D2,B3,C2
202501,01T25,19,8,A1,A2,C3,A4,C5,A6,B1,D2,B3,C10
202501,01T25,253,225,B1,B2,C3,A4,A5,C6,A1,C2,A3,C10
202501,01T25,719,700,C1,B2,A3,C4,A5,A6,B1,D2,D3,C5
202501,01T25,751,710,A1,B2,B3,A4,B5,B6,A1,A2,B3,C7
202501,01T25,30,26,B1,A2,C3,B4,C5,B6,B1,D2,D3,C5
202501,01T25,135,61,C1,A2,A3,A4,C5,A6,B1,A2,B3,C3
202501,01T25,26,26,A1,C2,B3,B4,A5,C6,D1,B2,C3,C2
202501,01T25,465,465,A1,B2,A3,B4,C5,C6,A1,C2,C3,C2
202501,01T25,62,62,C1,C2,A3,A4,A5,A6,A1,B2,B3,C1
202501,01T25,56,56,C1,B2,B3,C4,B5,A6,B1,B2,B3,C5
202501,01T25,69,21,B1,C2,C3,A4,A5,A6,D1,D2,C3,C10
202501,01T25,155,80,C1,A2,A3,A4,A5,B6,D1,C2,C3,C7
202501,01T25,574,369,B1,C2,A3,B4,B5,A6,A1,A2,B3,C9
202501,01T25,21,21,B1,C2,C3,B4,A5,B6,A1,D2,B3,C6
202501,01T25,112,81,C1,A2,A3,A4,C5,C6,B1,A2,B3,C2
202501,01T25,326,210,A1,C2,A3,A4,C5,B6,C1,C2,D3,C9
202501,01T25,271,229,C1,B2,B3,C4,C5,C6,A1,B2,C3,C7
202501,01T25,115,60,A1,B2,B3,A4,A5,A6,C1,B2,D3,C9
202501,01T25,80,56,A1,B2,B3,B4,B5,A6,C1,B2,D3,C6
202501,01T25,27,27,A1,B2,A3,B4,B5,B6,D1,B2,D3,C6
202501,01T25,377,239,A1,C2,C3,A4,B5,A6,D1,B2,A3,C4
202501,01T25,457,240,B1,A2,B3,A4,B5,C6,C1,A2,D3,C5
202501,01T25,214,214,A1,B2,A3,C4,B5,B6,A1,C2,D3,C1
202501,01T25,143,115,B1,B2,B3,B4,C5,B6,D1,A2,C3,C1
202501,01T25,320,320,A1,C2,A3,B4,C5,C6,A1,D2,B3,C3
202501,01T25,492,492,A1,B2,B3,C4,B5,A6,A1,D2,B3,C5
202501,01T25,112,54,C1,A2,C3,B4,A5,C6,D1,A2,A3,C5
202501,01T25,178,131,C1,B2,C3,B4,C5,C6,A1,A2,C3,C4
202501,01T25,0,0,A1,C2,B3,B4,B5,B6,C1,A2,A3,C5
202501,01T25,111,111,A1,B2,A3,A4,A5,C6,A1,B2,A3,C2
202501,01T25,646,303,A1,C2,C3,C4,B5,A6,C1,C2,C3,C10
202501,01T25,12,12,A1,C2,A3,A4,C5,C6,D1,C2,B3,C3
202501,01T25,87,76,A1,B2,B3,C4,B5,A6,D1,A2,B3,C4
202501,01T25,278,278,A1,C2,C3,C4,A5,C6,C1,D2,D3,C5
202501,01T25,18,17,C1,B2,B3,C4,B5,A6,D1,D2,C3,C5
202501,01T25,48,48,A1,C2,C3,B4,A5,C6,A1,D2,C3,C7
202501,01T25,57,28,C1,C2,C3,B4,C5,A6,C1,D2,C3,C6
202501,01T25,558,538,C1,A2,A3,A4,A5,B6,D1,B2,A3,C1
202501,01T25,174,138,A1,C2,B3,A4,B5,A6,C1,C2,A3,C6
202501,01T25,66,53,C1,C2,C3,B4,A5,B6,D1,B2,B3,C4
202501,01T25,386,386,C1,B2,A3,C4,C5,C6,A1,D2,A3,C9
202501,01T25,304,277,B1,B2,B3,A4,B5,C6,C1,C2,B3,C3
202502,01T25,189,117,A1,C2,B3,A4,B5,A6,D1,D2,A3,C9
202502,01T25,250,156,A1,C2,B3,B4,C5,B6,B1,C2,D3,C10
202502,01T25,788,201,C1,A2,C3,A4,A5,A6,C1,A2,D3,C2
202502,01T25,49,34,B1,C2,A3,B4,B5,A6,C1,A2,C3,C5
202502,01T25,69,35,B1,A2,A3,B4,A5,C6,B1,A2,C3,C8
202502,01T25,737,575,B1,B2,C3,B4,A5,C6,C1,A2,B3,C3
202502,01T25,110,110,B1,A2,A3,A4,B5,C6,B1,C2,A3,C1
202502,01T25,189,189,A1,B2,A3,A4,A5,B6,B1,C2,C3,C6
202502,01T25,584,415,A1,C2,B3,A4,C5,A6,C1,B2,B3,C3
202502,01T25,286,272,A1,B2,A3,A4,C5,B6,C1,B2,C3,C6
202502,01T25,356,248,C1,A2,B3,B4,B5,B6,A1,B2,A3,C9
202502,01T25,22,22,C1,B2,B3,C4,B5,B6,B1,B2,A3,C1
202502,01T25,228,213,B1,B2,B3,B4,C5,C6,C1,D2,B3,C5
202502,01T25,143,140,B1,C2,A3,A4,B5,C6,C1,D2,C3,C2
202502,01T25,73,71,A1,C2,B3,A4,B5,B6,A1,B2,A3,C5
202502,01T25,90,62,C1,A2,B3,A4,A5,B6,C1,B2,C3,C3
202502,01T25,107,70,B1,B2,B3,B4,C5,C6,B1,B2,A3,C9
202502,01T25,216,197,A1,A2,A3,B4,C5,B6,C1,D2,D3,C3
202502,01T25,26,25,B1,A2,A3,B4,A5,C6,B1,C2,A3,C6
202502,01T25,548,545,A1,B2,C3,C4,A5,C6,C1,C2,A3,C6
202502,01T25,181,181,B1,B2,A3,B4,C5,B6,D1,C2,B3,C1
202502,01T25,106,102,B1,B2,A3,B4,B5,C6,B1,D2,B3,C6
202502,01T25,133,92,B1,C2,A3,B4,B5,A6,C1,C2,B3,C9
202502,01T25,485,303,C1,B2,C3,B4,B5,A6,C1,C2,C3,C1
202502,01T25,855,855,B1,A2,A3,C4,B5,B6,B1,C2,A3,C3
202502,01T25,236,186,A1,A2,B3,A4,C5,C6,C1,D2,A3,C7
202502,01T25,239,227,B1,A2,B3,B4,A5,B6,A1,D2,A3,C9
202502,01T25,373,249,B1,A2,A3,A4,C5,A6,A1,B2,B3,C3
202502,01T25,66,43,C1,C2,C3,C4,A5,A6,A1,B2,A3,C9
202502,01T25,237,222,C1,B2,C3,B4,B5,B6,B1,D2,B3,C5
202502,01T25,689,671,A1,B2,A3,C4,C5,B6,D1,D2,A3,C8
202502,01T25,4,4,A1,B2,A3,C4,A5,A6,A1,B2,B3,C1
202502,01T25,108,59,C1,A2,C3,B4,C5,A6,B1,C2,C3,C1
202502,01T25,243,177,C1,C2,A3,B4,C5,A6,B1,C2,D3,C2
202502,01T25,46,30,A1,C2,C3,B4,C5,A6,A1,B2,C3,C8
202502,01T25,36,25,A1,B2,C3,B4,B5,A6,A1,A2,D3,C5
202502,01T25,17,12,B1,B2,C3,A4,C5,B6,B1,D2,D3,C3
202502,01T25,198,108,A1,C2,A3,A4,C5,C6,B1,A2,C3,C8
202502,01T25,168,80,C1,C2,B3,C4,A5,A6,C1,B2,D3,C6
202502,01T25,2,2,A1,B2,A3,C4,A5,C6,D1,A2,C3,C7
202502,01T25,122,113,C1,B2,B3,C4,A5,C6,B1,A2,C3,C2
202502,01T25,5,4,A1,C2,C3,B4,C5,B6,B1,B2,B3,C8
202502,01T25,477,227,A1,A2,B3,A4,C5,C6,A1,C2,C3,C10
202502,01T25,161,103,B1,B2,A3,C4,C5,C6,C1,A2,C3,C9
202502,01T25,20,17,C1,C2,B3,A4,A5,C6,A1,B2,B3,C4
202502,01T25,32,26,B1,A2,C3,B4,A5,A6,A1,C2,A3,C6
202502,01T25,376,154,B1,C2,C3,A4,A5,C6,D1,A2,D3,C2
202502,01T25,109,55,A1,A2,A3,A4,C5,B6,D1,C2,D3,C5
202502,01T25,487,395,C1,C2,B3,A4,C5,B6,A1,B2,C3,C4
202502,01T25,44,40,A1,A2,C3,C4,B5,B6,B1,B2,C3,C4
202502,01T25,159,116,C1,B2,B3,B4,A5,A6,C1,D2,C3,C5
202502,01T25,228,196,C1,A2,C3,C4,C5,B6,D1,D2,A3,C3
202502,01T25,174,174,B1,A2,B3,A4,A5,B6,A1,C2,A3,C4
202502,01T25,106,106,A1,B2,A3,A4,B5,C6,B1,C2,C3,C2
202502,01T25,224,185,B1,C2,B3,C4,B5,C6,B1,B2,B3,C6
202502,01T25,497,338,C1,C2,C3,B4,C5,A6,A1,C2,A3,C5
202502,01T25,130,130,A1,A2,B3,C4,C5,C6,A1,D2,D3,C1
202502,01T25,64,22,B1,B2,B3,B4,B5,A6,A1,A2,D3,C9
202502,01T25,1009,778,C1,B2,B3,C4,B5,C6,D1,B2,C3,C4
202502,01T25,178,157,B1,B2,A3,B4,B5,C6,C1,C2,C3,C7
202502,01T25,320,279,A1,C2,C3,B4,B5,B6,A1,A2,C3,C3
202502,01T25,193,190,B1,C2,B3,C4,B5,B6,B1,A2,B3,C2
202502,01T25,29,5,B1,A2,B3,B4,C5,A6,A1,C2,D3,C8
202502,01T25,172,142,A1,C2,A3,C4,C5,C6,C1,D2,C3,C9
202502,01T25,103,60,B1,A2,B3,C4,A5,A6,A1,A2,B3,C9
202502,01T25,103,69,A1,C2,B3,A4,C5,C6,A1,A2,A3,C7
202502,01T25,208,133,B1,B2,C3,C4,B5,C6,D1,B2,D3,C6
202502,01T25,489,355,A1,C2,C3,C4,B5,C6,D1,A2,B3,C3
202502,01T25,134,134,B1,B2,C3,A4,A5,B6,A1,C2,A3,C3
202502,01T25,213,206,B1,A2,A3,B4,A5,C6,A1,C2,C3,C5
202502,01T25,339,123,C1,A2,C3,A4,C5,A6,B1,C2,B3,C5
202502,01T25,134,127,A1,A2,A3,B4,A5,C6,B1,C2,C3,C4
202502,01T25,173,68,C1,C2,B3,A4,B5,B6,D1,C2,B3,C10
202502,01T25,624,349,A1,A2,C3,A4,A5,B6,D1,C2,B3,C7
202502,01T25,272,251,A1,C2,B3,C4,A5,C6,D1,D2,A3,C9
202502,01T25,903,744,A1,A2,C3,C4,B5,C6,B1,B2,B3,C6
202502,01T25,14,14,C1,B2,A3,C4,A5,A6,D1,D2,B3,C3
202502,01T25,34,31,A1,A2,B3,C4,C5,B6,D1,D2,A3,C6
202502,01T25,678,678,A1,A2,B3,C4,A5,C6,B1,B2,C3,C1
202502,01T25,40,27,A1,B2,C3,A4,B5,C6,C1,A2,B3,C4
202502,01T25,266,109,C1,A2,B3,B4,C5,B6,B1,D2,C3,C10
202502,01T25,24,24,A1,A2,C3,C4,A5,B6,B1,A2,A3,C2
202502,01T25,85,37,B1,B2,C3,A4,B5,C6,D1,A2,A3,C8
202502,01T25,50,20,B1,B2,A3,A4,C5,A6,C1,D2,C3,C9
202502,01T25,103,103,B1,C2,A3,B4,A5,B6,D1,D2,D3,C2
202502,01T25,482,397,A1,A2,B3,C4,B5,C6,A1,D2,D3,C7
202502,01T25,351,260,C1,C2,C3,B4,A5,B6,A1,D2,D3,C8
202502,01T25,30,30,B1,C2,A3,A4,C5,B6,A1,C2,A3,C4
202502,01T25,741,555,B1,C2,A3,A4,B5,A6,C1,C2,C3,C4
202502,01T25,447,426,B1,B2,C3,C4,A5,B6,C1,B2,C3,C2
202502,01T25,312,275,A1,C2,A3,A4,B5,C6,A1,A2,B3,C6
202502,01T25,3,2,B1,B2,C3,B4,C5,A6,C1,C2,D3,C1
202502,01T25,349,347,A1,B2,A3,C4,C5,C6,C1,B2,B3,C3
202502,01T25,67,63,C1,B2,A3,B4,B5,B6,A1,C2,C3,C8
202502,01T25,354,354,B1,B2,B3,B4,C5,C6,C1,D2,A3,C2
202502,01T25,335,193,C1,A2,C3,C4,A5,A6,D1,B2,A3,C3
202502,01T25,368,368,C1,B2,A3,B4,C5,B6,C1,D2,B3,C1
202502,01T25,534,393,C1,B2,C3,A4,B5,B6,B1,A2,A3,C4
202502,01T25,415,415,A1,B2,A3,C4,A5,B6,B1,C2,A3,C5
202502,01T25,201,58,C1,C2,C3,A4,B5,A6,B1,B2,A3,C9
202502,01T25,298,160,B1,B2,B3,B4,B5,A6,C1,C2,A3,C10
202502,01T25,302,98,B1,B2,C3,A4,C5,C6,B1,C2,C3,C9
202502,01T25,26,13,C1,A2,A3,B4,B5,A6,C1,C2,A3,C10
202502,01T25,478,377,A1,C2,A3,C4,C5,A6,A1,B2,D3,C8
202502,01T25,69,46,C1,A2,C3,C4,C5,B6,B1,D2,A3,C9
202502,01T25,280,203,A1,B2,C3,C4,C5,A6,A1,A2,D3,C4
202502,01T25,241,229,C1,C2,A3,C4,A5,A6,C1,D2,B3,C7
202502,01T25,137,92,B1,C2,B3,B4,B5,B6,A1,A2,B3,C9
202502,01T25,857,557,C1,B2,C3,A4,A5,A6,A1,C2,C3,C6
202502,01T25,47,42,A1,B2,B3,C4,A5,C6,C1,A2,A3,C9
202502,01T25,236,185,C1,C2,A3,B4,A5,C6,D1,B2,B3,C5
202502,01T25,301,284,C1,A2,A3,C4,A5,B6,C1,C2,A3,C8
202502,01T25,62,62,A1,C2,A3,B4,A5,A6,B1,B2,B3,C1
202502,01T25,422,131,C1,A2,C3,C4,C5,A6,C1,B2,D3,C3
202502,01T25,413,352,C1,B2,A3,B4,C5,C6,B1,C2,B3,C8
202502,01T25,128,99,B1,B2,C3,B4,B5,B6,B1,B2,D3,C4
202502,01T25,235,228,C1,C2,A3,C4,A5,A6,B1,C2,A3,C7
202502,01T25,14,14,B1,B2,C3,B4,C5,C6,B1,D2,A3,C1
202502,01T25,15,11,C1,B2,A3,C4,C5,A6,D1,B2,D3,C2
202502,01T25,44,43,A1,C2,A3,C4,B5,C6,A1,B2,B3,C9
202502,01T25,60,19,B1,B2,C3,C4,A5,A6,D1,A2,B3,C10
202502,01T25,379,170,A1,A2,C3,A4,C5,B6,D1,A2,B3,C3
202502,01T25,33,17,A1,B2,B3,C4,C5,B6,C1,A2,C3,C10
202502,01T25,104,86,C1,C2,A3,A4,B5,B6,D1,B2,C3,C3
202502,01T25,188,173,A1,B2,C3,B4,C5,B6,C1,D2,B3,C4
202502,01T25,92,7,C1,A2,C3,C4,C5,A6,D1,A2,A3,C9
202502,01T25,814,703,A1,C2,C3,A4,A5,B6,D1,B2,A3,C5
202502,01T25,235,196,C1,B2,C3,C4,C5,B6,A1,D2,B3,C10
202502,01T25,245,184,B1,C2,C3,B4,A5,A6,C1,C2,C3,C4
202502,01T25,6,6,B1,C2,C3,C4,B5,B6,B1,C2,A3,C4
202502,01T25,171,100,C1,A2,C3,A4,A5,C6,D1,C2,B3,C2
202502,01T25,26,17,A1,B2,C3,C4,B5,A6,D1,A2,D3,C1
202502,01T25,416,339,A1,C2,A3,A4,B5,B6,D1,D2,D3,C6
202502,01T25,72,12,C1,C2,C3,A4,B5,A6,C1,C2,D3,C6
202502,01T25,137,59,A1,A2,C3,A4,C5,A6,B1,C2,D3,C4
202502,01T25,42,35,C1,C2,A3,B4,A5,C6,D1,B2,A3,C6
202502,01T25,198,178,B1,A2,B3,C4,C5,B6,B1,D2,C3,C4
